Date,Headline,Ticker,Content
2017-07-31 00:00:00 UTC,"Canaccord Genuity Initiates Coverage On Aceto with Buy Rating, Announces $19.00 Price Target",ACET,
2017-06-20 00:00:00 UTC,"ACETO Subsidiary, Rising Pharmaceuticals, Launches Chlorthalidone Tablets At Multiple Dose Ranges",ACET,
2017-05-05 00:00:00 UTC,Mid-Afternoon Market Update: California Resources Surges On Earnings Beat; ArcBest Shares Slide,ACET,
2017-05-05 00:00:00 UTC,20 Biggest Mid-Day Losers For Friday,ACET,
2017-05-05 00:00:00 UTC,Mid-Day Market Update: Crude Oil Up 2%; Brightcove Shares Plummet Following Q1 Results,ACET,
2017-05-04 00:00:00 UTC,"ACETO Q3 EPS $0.39 vs $0.44 Est, Sales $190.1M vs $195.1M Est",ACET,
2017-05-04 00:00:00 UTC,"ACETO Reports Q3 Adj. EPS $0.39 vs $0.44 Est., Sales $190.1M vs $195M Est.",ACET,
2017-03-31 00:00:00 UTC,"ACETO Reports Subsidiary, Rising Pharma, Has Launched Zileuton ER Tablets, 600 mg",ACET,
2017-02-03 00:00:00 UTC,18 Biggest Mid-Day Losers For Friday,ACET,
2017-02-02 00:00:00 UTC,"ACETO Sees FY17 Sales Growth in Mid-to-High Teen Percentage Range, Sees Adj. EPS 'Roughly Even' YoY",ACET,
2017-02-02 00:00:00 UTC,"ACETO Reports Q2 Adj EPS $0.24 vs $0.34 Est, Sales $125.6M vs $136.65M Est",ACET,
2016-12-16 00:00:00 UTC,Aceto Shares Down 3.59% On Heavy Volume; Co. Announced Late Yesterday It Remains Confident In Acquisition Of Citron Products Despite Citron Receiving DoJ Complaint,ACET,
2016-12-01 00:00:00 UTC,10 Stocks That Rallied Three Days On No News,ACET,
2016-11-17 00:00:00 UTC,"ACETO Subsidiary, Rising Pharmaceuticals, to Launch Erythromycin and Benzoyl Peroxide Topical Gel USP",ACET,
2016-11-14 00:00:00 UTC,ACETO Reports Subsidiary Rising Pharma Launched Oxybutynin Chloride ER Tablets,ACET,
2016-11-14 00:00:00 UTC,Benzinga's Top Downgrades,ACET,
2016-11-14 00:00:00 UTC,First Analysis Downgrades Aceto Corporation - Common Stock to Equal-Weight,ACET,
2016-11-02 00:00:00 UTC,"ACETO Reports Q1 Adj. EPS $0.28 vs $0.29 Est., Sales $128M vs $132.9M Est.",ACET,
2016-11-02 00:00:00 UTC,"ACETO Reports Deal to Buy Generics Products, Related Assets of Citron Pharma, Lucid Pharma for $270M in Upfront Cash, $50M in Unsecured Deferred Cash Payment, Equity Consideration of 5.122M Shares of ACET",ACET,
2016-11-02 00:00:00 UTC,DJ Aceto Corp. Halted; Pending News,ACET,
2016-11-02 00:00:00 UTC,Aceto Shares Halted News Pending,ACET,
2016-11-02 00:00:00 UTC,"ACETO Reports Q1 non-GAAP EPS $0.28 vs $0.29 Est, Sales $128M vs $132.9M Est",ACET,
2016-10-05 00:00:00 UTC,"Verdezyne Signs Distribution Agreement With Aceto Corporation, Terms Not Disclosed",ACET,
2016-09-16 00:00:00 UTC,"ACETO Subsidiary, Rising Pharmaceuticals, to Launch Fluocinolone Acetonide OTIC Oil, 0.01%",ACET,
2016-08-29 00:00:00 UTC,"15 Stocks Which Rallied Four Days, Then Sold Off On Friday",ACET,
2016-08-26 00:00:00 UTC,Mid-Afternoon Market Update: Dow Falls 80 Points; GameStop Shares Down After Disappointing Sales,ACET,
2016-08-26 00:00:00 UTC,12 Biggest Mid-Day Losers For Friday,ACET,
2016-08-26 00:00:00 UTC,Mid-Day Market Update: U.S. Stocks Turn Lower; Bottomline Technologies Shares Rise Following Q4 Results,ACET,
2016-08-26 00:00:00 UTC,Mid-Morning Market Update: Markets Open Higher; Big Lots Earnings Top Estimates,ACET,
2016-08-25 00:00:00 UTC,"ACETO Reports Q4 EPS $0.35 vs. Est. $0.39, Rev. $135.4M vs. Est. $142.3M",ACET,
2016-08-25 00:00:00 UTC,ACETO Raises Qtr. Dividend from $0.06 to $0.065/Share,ACET,
2016-08-25 00:00:00 UTC,"Earnings Scheduled For August 25, 2016",ACET,
2016-05-05 00:00:00 UTC,"ACETO Reports Q3 Adj. EPS $0.42 vs $0.39 Est., Sales $157.9M vs $150M Est.",ACET,
2016-03-31 00:00:00 UTC,First Analysis Initiates Coverage on Aceto at Overweight,ACET,
2016-02-04 00:00:00 UTC,"ACETO Reports Q2 EPS $0.36 vs. Est. $0.30, Rev. $131.7M vs. Est. $132.7M",ACET,
2016-01-25 00:00:00 UTC,"ACETO Subsidiary Rising Pharmaceuticals To Launch Zolmitriptan Tablets, IMS Health Reports U.S. Market Was $49M",ACET,
2015-11-05 00:00:00 UTC,"ACETO Reports Q1 EPS $0.37 vs. Est. $0.34, Rev. $133.5M vs. Est. $139.89M",ACET,
2015-10-14 00:00:00 UTC,"ACETO Files Shelf Registration Statement, Aggregate Offering $200M",ACET,
2015-10-13 00:00:00 UTC,S-3 from Aceto Shows Registration for $200M Mixed Securities Shelf Offering,ACET,
2015-10-12 00:00:00 UTC,Top 4 Small-Cap Stocks In The Chemicals-Major Diversified Industry With The Highest EPS Growth Forecast For Next 5 Years,ACET,
2015-10-02 00:00:00 UTC,"ACETO Announces Unit Rising Pharma to Launch Glycopyrrolate Tablets, Methimazole Tablets",ACET,
2015-09-28 00:00:00 UTC,ACETO Subsidiary Rising Pharma Acquires 3 FDA-Approved ANDAs From Endo,ACET,
2015-09-15 00:00:00 UTC,"ACETO Subsidiary, Rising Pharmaceuticals, Acquires Three FDA-Approved Ophthalmic ANDAs From Nexus Pharmaceuticals",ACET,
2015-09-11 00:00:00 UTC,Morning Market Gainers,ACET,
2015-09-10 00:00:00 UTC,"ACETO Reports Q4 EPS $0.48 vs. Est. $0.31, Rev. $146.6M vs. Est. $146.68M",ACET,
2015-09-10 00:00:00 UTC,"Earnings Scheduled For September 10, 2015",ACET,
2015-07-16 00:00:00 UTC,Benzinga's Volume Movers,ACET,
2015-07-16 00:00:00 UTC,"Craig-Hallum Initiates Coverage on Aceto at Buy, Announces $30.00 PT",ACET,
2015-06-10 00:00:00 UTC,Watch How These 10 Stocks Respond Today,ACET,
2015-05-07 00:00:00 UTC,"Aceto Corp Reports Q3 Adj EPS $0.34 Vs Est $0.29, Sales $145.8M Vs Est $140.00M",ACET,
2015-02-26 00:00:00 UTC,ACETO Receives Approval to Change Its GICS Code to Health Care Distributors,ACET,
2015-02-13 00:00:00 UTC,Motley Fool Wealth Management's Top 20 Stock Holdings,ACET,
2015-02-05 00:00:00 UTC,"Aceto Corp Reports Q2 EPS $0.28 Vs Est $0.26, Sales $123.8M Vs Est $130.0M",ACET,
2014-11-06 00:00:00 UTC,Aceto Corporation Reports Q1 EPS of $0.23 vs $0.28 Est; Revenue of $130.80M vs $146.80M Est,ACET,
2014-09-23 00:00:00 UTC,Top 4 Small-Cap Stocks In The Chemicals-Major Diversified Industry With The Highest ROA,ACET,
2014-09-08 00:00:00 UTC,"ACETO Subsidiary, Rising Pharmaceuticals, Acquires the Ownership of Three Soft Gel ANDA's For ~$8.2M",ACET,
2014-09-04 00:00:00 UTC,"Aceto Reports Q4 EPS $0.21, Revenues $139.6M",ACET,
2014-09-04 00:00:00 UTC,"Earnings Scheduled For September 4, 2014",ACET,
2014-07-15 00:00:00 UTC,Top 4 NASDAQ Stocks In The Chemicals-Major Diversified Industry With The Highest EPS,ACET,
2014-06-24 00:00:00 UTC,Top 4 NASDAQ Stocks In The Chemicals-Major Diversified Industry With The Highest Gross Margin,ACET,
2014-05-27 00:00:00 UTC,ACETO Launches Generic Diflucan,ACET,
2014-05-19 00:00:00 UTC,Late Afternoon Market Movers,ACET,
2014-04-30 00:00:00 UTC,ACETO Corporation Sees Acquisition of PACK Diluting 2014 EPS by $0.08/Share,ACET,
2014-04-24 00:00:00 UTC,"UPDATE: Polyone Will Replace Under Armour in MidCap 400, Aceto to Replace Polyone in SmallCap 600",ACET,
2014-04-24 00:00:00 UTC,"SLM, Polyone to Join S&P MidCap 400, Aceto to Join S&P SmallCap 600",ACET,
2014-04-03 00:00:00 UTC,ACETO Announces Rising Pharmaceuticals Launches Authorized Generic of Validus' Lotensin HCT,ACET,
2014-03-27 00:00:00 UTC,"ACETO Announces Purchase of 100% Equity Interests in Pack Pharma, to Make Initial Payment of $80M in Cash, $5M in Stock",ACET,
2014-02-07 00:00:00 UTC,ACETO Says Revenue Estimates Incorrectly Reported Due To Third-Party Error,ACET,
2014-02-06 00:00:00 UTC,"Aceto Corporation Reports Q2 EPS of $0.24, Inline; Revenue of $116.50M vs $147.02M Est",ACET,
2014-01-17 00:00:00 UTC,Nine Attractive Chemical Stocks For 2014: Investment Idea Of The Day,ACET,
2014-01-09 00:00:00 UTC,Top 4 Small-Cap Stocks In The Basic Materials Industry With The Highest Dividend Yield,ACET,
2013-12-12 00:00:00 UTC,ACETO Subsidiary Acquires Inter'actifs,ACET,
2013-12-12 00:00:00 UTC,Top 4 Small-Cap Stocks In The Chemicals-Major Diversified Industry With The Highest EPS,ACET,
2013-11-26 00:00:00 UTC,Top 4 Small-Cap Stocks In The Chemicals-Major Diversified Industry With The Lowest PEG Ratio,ACET,
2013-11-07 00:00:00 UTC,Aceto Corporation Reports Q1 EPS of $0.40 vs $0.25 Est; Revenue of $129.30M vs $126.13M Est,ACET,
2013-10-15 00:00:00 UTC,Amended 13G Filing from Opus Capital Shows Reduced Stake from 5.56% as of Jun. 30th to 4.28%,ACET,
2013-09-23 00:00:00 UTC,Top 4 Small-Cap Stocks In The Chemicals-Major Diversified Industry With The Lowest PEG Ratio,ACET,
2013-08-28 00:00:00 UTC,Aceto Corporation Reports Q4 EPS of $0.19 vs $0.20 Est; Revenue of $123.10M vs $113.10M Est,ACET,
2013-07-25 00:00:00 UTC,Top 4 Small-Cap Stocks In The Chemicals-Major Diversified Industry With The Lowest PEG Ratio,ACET,
2013-06-28 00:00:00 UTC,Stocks Hitting 52-Week Highs,ACET,
2013-06-13 00:00:00 UTC,ACETO Names Satish Srinivasan as Rising Pharmaceuticals' President and COO,ACET,
2013-05-09 00:00:00 UTC,Aceto Corporation Reports Q3 EPS of $0.28 vs $0.26 Est; Revenue of $150.90M vs $128.56M Est,ACET,
2013-04-22 00:00:00 UTC,Top 4 Small-Cap Stocks In The Chemicals-Major Diversified Industry With The Highest Revenue,ACET,
2013-02-07 00:00:00 UTC,Aceto Corporation Reports Q2 EPS of $0.17 vs $0.20 Est; Revenue of $114.0M vs $116.14M Est,ACET,
2012-11-26 00:00:00 UTC,ACETO's Rising Pharma to Launch Generic of Cleocin Pediatric,ACET,
2012-11-08 00:00:00 UTC,Aceto Reports Q1 EPS $0.18 vs $0.19 Est; Revenues $111.7M vs $110.85M Est,ACET,
2012-09-07 00:00:00 UTC,ACETO Outlines CEO Succession Plan,ACET,
2012-09-06 00:00:00 UTC,Aceto Reports Q4 EPS $0.15 vs $0.16 Est; Revenues $110.9M vs $120.15M Est,ACET,
2012-09-06 00:00:00 UTC,"Earnings Scheduled For September 6, 2012",ACET,
2012-04-11 00:00:00 UTC,Aceto Announces Rising Pharmaceuticals Subsidiary Launches Generic Version of Soma Compound With Aspirin and Codeine Tablets and Generic Version of Decadron Elixir,ACET,
2012-02-23 00:00:00 UTC,Positive Seeking Alpha Article on Aceto Corporation,ACET,
2011-11-21 00:00:00 UTC,Aceto Announces Rising Pharmaceuticals Subsidiary Launches Generic Version of Ancobon Capsules and Aralen Tablets,ACET,
2011-11-21 00:00:00 UTC,Aceto Announces Rising Pharmaceuticals Subsidiary Launches Generic Version of Ancobon(R) Capsules and Aralen(R) Tablets,ACET,
2011-10-06 00:00:00 UTC,Aceto Corporation Announces Salvatore Guccione Named President and COO,ACET,
2011-09-09 00:00:00 UTC,Earnings Scheduled For September 9,ACET,
2011-06-15 00:00:00 UTC,Aceto Corporation Issues an Open Letter to Shareholders Providing a Strategic Update on the Company,ACET,
2011-05-06 00:00:00 UTC,"Earnings Scheduled For May 6 (WTW, WPO, LINTA, CEG, CAS, POM, AVA, MSG, AWR, ACET, WTR, COWN, BTN)",ACET,
2010-12-16 00:00:00 UTC,Aceto Hits 52-Week High On Acquisition News (ACET),ACET,
2010-12-15 00:00:00 UTC,"Aceto Corporation to Acquire Certain Assets of Rising Pharmaceuticals, Inc. for $80M",ACET,
2010-11-29 00:00:00 UTC,Aceto Enters Oversold Territory - Tale of the Tape,ACET,
2010-11-11 00:00:00 UTC,"Top 4 Stocks In The Chemicals-Major Diversified Industry With The Highest Dividend Yield (OLN, DD, HUN, ACET)",ACET,
2010-10-26 00:00:00 UTC,"Top 4 Stocks In The Chemicals–Major Diversified Industry With The Highest Dividend Yield (OLN, DD, HUN, ACET)",ACET,
2010-09-28 00:00:00 UTC,A Peek Into The Market Before The Trading Starts,ACET,
2010-09-28 00:00:00 UTC,Aceto Receives USDA Approval to Sell Companion Animal Vaccine,ACET,
2010-09-10 00:00:00 UTC,"Earnings Scheduled For September 10 (FIZZ, LULU, CO, BRC, NLCI, AXR, ACET)",ACET,
2010-09-10 00:00:00 UTC,"Stocks To Watch For September 10 (LULU, NSM, TXN, ACET, SWHC)",ACET,
2010-08-04 00:00:00 UTC,"Top 4 NASDAQ Stocks In The Healthcare Sector With The Highest Dividend Yield (CMED, VIVO, LNCR, ACET)",ACET,
2018-05-10 05:02:16 UTC,"Atlantic Coast Financial Q1 Adj. EPS $0.11 Beats $0.09 Estimate, NII $7.128M",ACFC,
2018-03-22 04:24:50 UTC,21 Stocks Moving In Thursday's Pre-Market Session,ACFC,
2018-03-22 03:21:18 UTC,Atlantic Coast Financial Shareholders Approve Merger Deal With Ameris Bancorp,ACFC,
2018-01-23 13:11:01 UTC,Atlantic Coast Financial Reports Q4 GAAP EPS $(0.04),ACFC,
2017-11-17 05:06:59 UTC,"UPDATE: Atlantic Coast, Ameris Deal Valued At ~$145M",ACFC,
2017-11-17 05:06:37 UTC,"Atlantic Coast Financial Shares Halted To Announce Merger Deal With Ameris Bancorp, Atlantic Coast Shares Will Be Converted Into The Right To Receive 0.17 Shares Of Ameris Common Plus $1.39/Share In Cash",ACFC,
2017-10-24 12:50:34 UTC,Atlantic Coast Financial Reports Q3 EPS $0.07 vs $0.10 In Same Qtr. Last Year,ACFC,
2017-06-09 05:26:43 UTC,"Benzinga's Top Upgrades, Downgrades For June 9, 2017",ACFC,
2017-06-09 05:11:23 UTC,The Market In 5 Minutes,ACFC,
2017-06-09 02:11:15 UTC,FBR Capital Downgrades Atlantic Coast Financial to Market Perform,ACFC,
2017-04-25 00:00:00 UTC,Atlantic Coast Financial Reports Q1 EPS $0.10 vs $0.09 Est.,ACFC,
2017-01-24 00:00:00 UTC,Atlantic Coast Financial Corp. Reports Q4 EPS $0.13 vs. Est. $0.09,ACFC,
2016-10-26 00:00:00 UTC,"Atlantic Coast Financial Reports Q3 EPS $0.10 vs $0.09 Est, Core EPS $0.08, NII $6.9M",ACFC,
2016-08-31 00:00:00 UTC,EJF Capital LLC Reports 5.8% Passive Stake in Atlantic Coast Financial in 13G,ACFC,
2016-04-27 00:00:00 UTC,Atlantic Coast Financial Reports Q1 EPS $0.10 vs. Est. $0.07,ACFC,
2016-03-04 00:00:00 UTC,"Kevin Champagne, Chairman of the Board of Atlantic Coast Financial Corporation, Retires Due to Health Reasons; John Dolan To Assume Chairman Duties",ACFC,
2015-07-29 00:00:00 UTC,Atlantic Coast Financial Corp Reports Q2 EPS $0.36 Vs Est $0.27,ACFC,
2015-02-02 00:00:00 UTC,Atlantic Coast Financial Corporation Reports In-Line Q4 EPS $0.03,ACFC,
2014-09-17 00:00:00 UTC,Benzinga's Top #PreMarket Gainers,ACFC,
2014-04-29 00:00:00 UTC,Atlantic Coast Federal Corporation Reports Q1 EPS of $0.01 vs $(0.02) Est,ACFC,
2013-12-09 00:00:00 UTC,"FBR Capital Initiates Coverage on Atlantic Coast Federal Corporation at Outperform, Announces $9.00 PT",ACFC,
2013-11-27 00:00:00 UTC,Atlantic Coast Financial Prices $42M Offering at $3.75/Share,ACFC,
2013-11-19 00:00:00 UTC,Atlantic Coast Financial Corporation Commences $42M Public Offering of Common Stock,ACFC,
2013-09-10 00:00:00 UTC,Atlantic Coast Financial Files to Offer Up to $46M in Stock,ACFC,
2013-09-10 00:00:00 UTC,Atlantic Coast Financial Corporation Names John K. Stephens President and Chief Executive Officer,ACFC,
2013-06-11 00:00:00 UTC,Shares of Atlantic Coast Financial to Resume Trade at 11:20AM EDT,ACFC,
2013-06-11 00:00:00 UTC,UPDATE: Atlantic Coast Says Will Begin to Evaluate Other Strategic Options,ACFC,
2013-06-11 00:00:00 UTC,"Atlantic Coast Financial Announces Proposed Merger with Bond Street, Says Offer Didn't Get Get Holder Approval",ACFC,
2013-06-11 00:00:00 UTC,Atlantic Coast Financial Halted News Pending,ACFC,
2013-02-26 00:00:00 UTC,Atlantic Coast Financial Shares to Resume Trade at 8:30AM EST,ACFC,
2013-02-26 00:00:00 UTC,Atlantic Coast Financial Corporation to Merge with Bond Street Holdings,ACFC,
2013-02-26 00:00:00 UTC,Atlantic Coast Federal Corp. Halted News Pending,ACFC,
2012-12-24 00:00:00 UTC,Morning Market Movers,ACFC,
2012-11-06 00:00:00 UTC,Atlanticast Financialoration Reports Q3 EPS $-0.66,ACFC,
2012-06-04 00:00:00 UTC,Morning Market Losers,ACFC,
2011-12-30 00:00:00 UTC,Morning Market Movers,ACFC,
2011-12-19 00:00:00 UTC,Morning Market Movers,ACFC,
2011-12-02 00:00:00 UTC,"Microcap Movers for Friday December 2 , 2011",ACFC,
2011-11-28 00:00:00 UTC,Atlantic Coast Financial Corporation Engages Stifel Nicolaus Weisel to Explore Strategic Alternatives,ACFC,
2011-08-30 00:00:00 UTC,Stocks Hitting 52-Week Lows,ACFC,
2011-05-18 00:00:00 UTC,Atlantic Coast Financial Corporation Names G. Thomas Frankland President and Chief Executive Officer,ACFC,
2010-12-30 00:00:00 UTC,Atlantic Coast Federal Corporation Announces Approval of Plan of Conversion,ACFC,
2010-12-30 00:00:00 UTC,Sterne Agee Drops Atlantic Coast Federal,ACFC,
2010-12-30 00:00:00 UTC,Sterne Agee Drops Coverage On Atlantic Coast Federal,ACFC,
2010-11-17 00:00:00 UTC,"Morning Market Movers (LDSH, ZANE, ACFC, HYC)",ACFC,
2010-11-11 00:00:00 UTC,Atlantic Coast Federal Corp Enters Into Supervisory Agreements With Office of Thrift Supervision,ACFC,
2010-10-19 00:00:00 UTC,Atlantic Coast Federal Corporation Reports Third Quarter EPS of ($.16),ACFC,
2010-04-06 00:00:00 UTC,"Top Performing Industries For April 6 (HTZ, NFLX, ACFC, CLP)",ACFC,
2015-11-16 14:31:33 UTC,"Acorn Energy Reports Q3 EPS $(0.10), Sales $4.78M, no estimates",ACFN,
2015-05-15 12:02:18 UTC,Acorn Energy Reports Q1 Loss from Continuing Operations $0.07/Share vs Loss of $0.17/Share Est.,ACFN,
2015-05-15 00:04:42 UTC,"Earnings Scheduled For May 15, 2015",ACFN,
2015-03-31 00:15:18 UTC,"Earnings Scheduled For March 31, 2015",ACFN,
2014-11-20 09:36:11 UTC,Acorn Energy Announces 6.4M Common Stock Offering By Certain Selling Shareholders,ACFN,
2014-11-12 13:10:08 UTC,"Acorn Energy, Inc. Reports Q3 EPS of $(0.17), Up 75% YOY; Revenue of $5.60M vs $6.58M Est",ACFN,
2014-11-06 10:09:11 UTC,"US Seismic Systems® Inc An Acorn Energy Company, Receives An Order For Its Oilfield Fiber-Optic Sensor System",ACFN,
2014-10-31 10:50:14 UTC,Acorn Energy Raises $4.5M In Private Placement of Unregistered Shares of Common Stock and Warrants,ACFN,
2014-10-29 06:40:19 UTC,Elbit looking to Acquire DSIT for $10M; Acorn Energy Holds 88% Stake in DSIT -The Marker,ACFN,
2014-09-23 05:31:30 UTC,Navy Orders DSIT's AquaShield Diver Detection Sonar,ACFN,
2014-09-08 00:00:00 UTC,DSIT Receives Another Nuclear Power Plant Order for its Underwater Security System,ACFN,
2014-08-11 00:00:00 UTC,"Acorn Energy, Inc. Reports Q2 EPS of $(0.25) vs $(0.16) Est; Revenue of $4.70M vs $5.86M Est",ACFN,
2014-06-09 00:00:00 UTC,"Acorn Energy Director Jackson Buys 90,000 Shares @$1.96/Share -Form 4",ACFN,
2014-05-13 00:00:00 UTC,"Mid-Day Movers: GORO, HALO, COCO, UEC, EVDY Moving Higher; RDEN, CALL, DXPE, FTEK Lower",ACFN,
2014-05-13 00:00:00 UTC,Stocks Hitting 52-Week Lows,ACFN,
2014-05-13 00:00:00 UTC,Morning Market Losers,ACFN,
2014-05-13 00:00:00 UTC,"Chardan Capital Downgrades Acorn Energy, Inc. to Hold, Removes $8.00 Pt",ACFN,
2014-03-17 00:00:00 UTC,"Acorn Energy, Inc. Reports Q4 EPS of $(0.24) vs $(0.23) Est",ACFN,
2014-03-17 00:00:00 UTC,"Earnings Scheduled For March 17, 2014",ACFN,
2013-11-18 00:00:00 UTC,"Top Performing Industries For November 18, 2013",ACFN,
2013-11-18 00:00:00 UTC,"Maxim Group Upgrades Acorn Energy, Inc. to Buy",ACFN,
2013-11-12 00:00:00 UTC,"Acorn Energy, Inc. Reports Q3 EPS of $(0.68) Which May Not Compare $(0.22) Est; Revenue of $4.98M Which May Not Compare $5.51M Est",ACFN,
2013-10-11 00:00:00 UTC,Acorn Energy Prices 3.51M Shares at $2.85/Share,ACFN,
2013-10-08 00:00:00 UTC,Stocks Hitting 52-Week Lows,ACFN,
2013-10-07 00:00:00 UTC,"Barrington Research Downgrades Acorn Energy, Inc. to Market Perform",ACFN,
2013-10-07 00:00:00 UTC,Morning Market Losers,ACFN,
2013-10-03 00:00:00 UTC,Stocks Hitting 52-Week Lows,ACFN,
2013-08-07 00:00:00 UTC,"Acorn Energy, Inc. Reports Q2 EPS of $(0.40) vs $(0.23) Est; Revenue of $7.17M vs $6.60M Est",ACFN,
2013-07-11 00:00:00 UTC,"Chardan Capital Initiates Coverage on Acorn Energy at Buy, Announces $14.00 PT",ACFN,
2013-05-09 00:00:00 UTC,"Acorn Energy, Inc. Reports Q1 EPS of $(0.28) vs $(0.23) Est; Revenue of $5.72M vs $5.50M Est",ACFN,
2013-03-18 00:00:00 UTC,"Earnings Scheduled For March 18, 2013",ACFN,
2013-03-11 00:00:00 UTC,"Dominick & Dominick Reiterates Buy on Acorn Energy, Earnings Date Still to be Released",ACFN,
2012-11-07 00:00:00 UTC,Acorn Energy Reports Q3 EPS $-0.21 vs $-0.20 Est; Revenues $5.05M vs $6.39M Est,ACFN,
2012-07-23 00:00:00 UTC,Barrington Research Initiates Coverage on Acorn Energy at Outperform,ACFN,
2012-06-29 00:00:00 UTC,"US Seismic Systems, Acorn Energy Company, Ships All Optical Array for Marine Based Oil & Gas Operations Under $800K Contract",ACFN,
2012-03-15 00:00:00 UTC,Acorn Energy Reports Q4 EPS $(0.06) vs $(0.29) Prior Year,ACFN,
2012-03-15 00:00:00 UTC,Earnings Scheduled For March 15,ACFN,
2012-02-21 00:00:00 UTC,Acorn Energy Provides Corporate Update,ACFN,
2012-02-15 00:00:00 UTC,Acorn Energy Announces Purchase of OmniMetrix for $8.5M,ACFN,
2011-12-13 00:00:00 UTC,Investor Ideas' Monday's Renewable Energy Stocks Trading,ACFN,
2011-12-08 00:00:00 UTC,DSIT Receives a $12.3 Million Order for Underwater Security Systems for Protection of Offshore Rigs and Coastal Energy,ACFN,
2011-10-17 00:00:00 UTC,Acorn Energy Initiates Quarterly Dividend of $0.035 and Special Year-End Dividend of $0.05,ACFN,
2011-09-19 00:00:00 UTC,Stocks Hitting 52-Week Highs,ACFN,
2011-08-12 00:00:00 UTC,"Thursday's Defense and Security Stocks Trading: Acorn Energy, Abaxis, Raytheon, Kratos Defense",ACFN,
2011-07-06 00:00:00 UTC,US Seismic Systems Receives Order for Custom Downhole Seismic Arrays,ACFN,
2011-06-06 00:00:00 UTC,CoaLogix' SCR-Tech Awarded the World's First Contract for Regenerated Catalyst for a New Coal-Fired SCR System,ACFN,
2011-04-05 00:00:00 UTC,Acorn Energy Sells Its 25% Interest in HangXing International Automation Engineering for $492K,ACFN,
2011-03-16 00:00:00 UTC,Acorn Energy Reports Q4 Revnue of $2.8M,ACFN,
2011-03-09 00:00:00 UTC,"Acorn Energy to Host 2010 Fourth Quarter and Year End Conference Call on Thursday, March 17",ACFN,
2010-12-20 00:00:00 UTC,Acorn Energy Announces $4 Million Common Stock Offering at $3.50/sh,ACFN,
2010-11-12 00:00:00 UTC,Acorn Energy Reports Strong Revenue Growth - Analyst Blog,ACFN,
2010-11-10 00:00:00 UTC,Acorn Energy Announces Q3 2010 Results: Loss Per Share of $0.17,ACFN,
2010-10-21 00:00:00 UTC,Acorn Energy Lowers Guidance - Analyst Blog,ACFN,
2010-10-20 00:00:00 UTC,Acorn Energy Updates 2010 Revenue Guidance,ACFN,
2010-10-20 00:00:00 UTC,Acorn Energy Announces Preliminary Revenue of $10.5M,ACFN,
2010-09-22 00:00:00 UTC,DSIT Awarded Orders Totaling More than $6 Million (ACFN),ACFN,
2010-09-20 00:00:00 UTC,Acorn Energy Expands Equity Stake in US Sensor Systems,ACFN,
2010-09-17 00:00:00 UTC,"Benzinga's Top Pre-Market NASDAQ Losers (ARNA, OREX, ACFN, VVUS)",ACFN,
2010-05-24 00:00:00 UTC,ACFN Initiated With Buy At Merriman,ACFN,
2010-04-12 00:00:00 UTC,Top Stocks of Delaware,ACFN,
2015-08-28 12:07:10 UTC,"AllianceBernstein Reports Q2 Loss $0.18, no estimate",ACG,
2015-04-16 10:25:14 UTC,"Shares of AllianceBernstein Income Fund Resume Trade, Now Up ~$0.10 to $7.82",ACG,
2015-04-16 10:21:54 UTC,"AllianceBernstein Income Fund Reports Election of Directors, Nonbinding Holder Proposal Approved by Shareholders",ACG,
2015-04-16 09:40:40 UTC,AllianceBernsten Income Fund Shares Halted News Pending,ACG,
2014-06-25 13:07:48 UTC,AllianceBernstein Income Fund Announces Buyback Plan for 15% of Shares,ACG,
2020-06-10 06:22:11 UTC,"Shares of several financial services companies are trading lower as markets sell off following recent strength and as investors await today's Federal Reserve decision. UPDATE: Equities spiked following the Fed's decision to leave rates unchanged, with several stocks now up for the session.",ACGL,
2020-06-09 06:34:41 UTC,Shares of several financial services companies are trading lower as equities sell off following recent rally. Stocks have rallied over the past week amid optimism towards the US economy reopening and investors have potentially taken some profits following run up.,ACGL,
2020-06-05 06:05:06 UTC,Shares of several financial services companies are trading higher following strong US jobs data and continued optimism amid the reopening of the economy.,ACGL,
2020-06-02 07:19:32 UTC,"Shares of several global financial services companies are trading higher, potentially in sympathy with US market strength. US equities have gained this session on investor hopes of a pickup in economic activity, which could lead to a rebound in spending and borrowing.",ACGL,
2020-06-01 06:57:16 UTC,"Shares of several financial services companies are trading higher as equities gain amid continued optimism towards a rebound in economic activity, which could lead to a potential rebound in spending and borrowing.",ACGL,
2020-05-29 07:58:14 UTC,Shares of several financial services companies are trading lower amid market volatility as investors await Trump's China press conference later today.,ACGL,
2020-05-27 05:54:26 UTC,"Shares of several financial services companies are trading higher amid economic optimism, stemming from some US states reopening businesses, an increase in mortgage demand figures and positive vaccine sentiment.",ACGL,
2020-05-23 11:14:37 UTC,"Notable Insider Buys This Past Week: Berkshire Hathaway, Sysco And More",ACGL,
2020-05-22 11:15:47 UTC,Arch Capital shares are trading higher after B of A Securities reinstated a Buy rating and announced a $39 price target on the stock.,ACGL,
2020-05-22 07:35:52 UTC,"B of A Securities Reinstates Buy on Arch Capital Group, Announces $39 Price Target",ACGL,
2020-05-20 00:00:00 UTC,"Shares of several financial services companies are trading higher as equities gain amid strength in oil, strong earnings from Lowe's and optimism towards a US economic rebound.",ACGL,
